datetime,headline,keywords
2021-04-28T09:00:21+0000,"A Prayer, For Parts And People","[Labor and Jobs|Factories and Manufacturing|United States Economy|Hiring and Promotion|Gross Domestic Product|Recession and Depression|Shortages|Infrastructure (Public Works)|American Jobs Plan (2021)]"
2021-11-29T14:54:16+0000,"Made in the U.S.A., With a Supply-Chain Reboot","[Supply Chain|Prices (Fares, Fees and Rates)|Ships and Shipping|Factories and Manufacturing|United States Economy|Small Business|Shopping and Retail|Delays (Transportation)|Inflation (Economics)|Freight (Cargo)|Shortages]"
2021-11-22T16:16:45+0000,"Biden Keeps Continuity Of Leaders At the Fed","[United States Economy|Labor and Jobs|Inflation (Economics)|United States Politics and Government|Interest Rates|Appointments and Executive Changes]"
2021-08-13T09:00:23+0000,"A Boom That Was Meant to Be","[Coronavirus Reopenings|Weddings and Engagements|Social Conditions and Trends|Quarantine (Life and Culture)|United States Economy]"
2021-11-05T14:03:44+0000,"Surging Job Growth Shows Economy Is Not Stagnating","[Labor and Jobs|Wages and Salaries|Unemployment|United States Economy|Inflation (Economics)|Shortages]"
2021-09-14T21:33:54+0000,"Democrats Push to Join Tax Haven Crackdown","[Tax Shelters|Corporate Taxes|Federal Taxes (US)|United States Politics and Government|Law and Legislation|United States Economy|United States International Relations]"
2021-03-01T15:47:18+0000,"To Revive Manufacturing, Weaken the Dollar?","[United States Economy|Currency|International Trade and World Market|US Dollar (Currency)|Labor and Jobs|Customs (Tariff)|Renminbi (Currency)|Factories and Manufacturing|United States Politics and Government]"
2021-01-09T01:02:15+0000,"Biden Vows Swift Response to Collision of Crises","[United States Politics and Government|Presidential Transition (US)|United States Economy|Stimulus (Economic)|Labor and Jobs|Unemployment|Coronavirus (2019-nCoV)]"
2021-02-24T22:48:34+0000,"Powell Suggests Congress Explore Child-Care Options","[United States Economy|Labor and Jobs|Women and Girls|United States Politics and Government|Quantitative Easing|Unemployment|Child Care]"
2021-12-29T19:39:31+0000,"The Social Trends of 2021","[Supply Chain|Labor and Jobs|Coronavirus (2019-nCoV)|Coronavirus Return to Office|Baby Boomers|Shutdowns (Institutional)|Millennial Generation|Generation X|Inflation (Economics)|Workplace Environment|Consumer Behavior|United States Economy|Travel and Vacations|Wages and Salaries|Generation Z]"
2021-11-29T02:05:05+0000,"Inflation Gut-Punches Millennials","[Millennial Generation|Consumer Price Index|Baby Boomers|Inflation (Economics)|Generation Z|United States Economy]"
